Name;Latitude;Longitude;Allocated Demand
facil_332;36,32430574625834;68,58680456120837;5,1370000000000005
facil_334;36,02430574745834;68,58597122787836;43,898
facil_338;36,11513908042834;68,98180455962837;3,269
facil_339;36,04347241404834;69,10430455913837;24,751
facil_349;36,19763908009834;68,82597122691837;45,299
facil_351;36,50430574553834;68,34597122883837;10,274000000000001
facil_352;36,36680574608834;68,35763789545837;7,005
facil_355;36,22513907998834;68,98347122628837;7,472
facil_356;36,48847241226834;68,57430456125837;0,934
facil_358;36,43597241247834;68,71180456070837;1,401
facil_360;36,44013907912834;68,27597122911837;0,467
facil_362;36,30930574631834;68,42430456185836;0,934
facil_364;36,22430574665834;69,02430455945837;21,482
facil_366;35,58763908253834;68,80513789366836;3,269
facil_368;35,60763908245834;68,68763789413836;2,335
facil_369;35,77430574845834;68,77430456045836;1,868
facil_370;35,667639082218344;68,73013789396836;3,269
facil_374;36,10513908046834;69,50097122421836;3,7359999999999998
facil_375;35,88763908133834;69,07513789258837;0,467
facil_376;35,87680574804834;68,93180455982836;0,934
facil_377;35,55680574932834;69,42430455785836;7,005000000000001
facil_378;35,66263908223834;69,36930455807837;35,492000000000004
facil_379;35,56097241597834;69,43347122448837;7,939
facil_382;35,53930574939834;69,52180455746837;7,939
facil_383;35,65930574891834;69,75847122318837;1,401
facil_384;35,66263908223834;69,31597122495836;2,802
facil_385;35,71763908201834;69,41430455789836;2,335
facil_387;35,74430574857834;69,30347122500837;1,868
facil_388;35,70930574871834;69,22513789198837;0,934
facil_390;35,82347241492834;68,42847122850837;1,868
facil_391;35,70597241539834;68,65847122758836;0,467
facil_392;35,73680574860834;68,50847122818837;0,467
facil_393;35,87430574805834;68,39597122863836;1,868
facil_395;35,98513908094834;68,44930456175837;0,467
facil_396;36,40180574594834;69,05013789268837;3,736
facil_397;36,34513907950834;68,96763789301836;18,68
facil_399;36,11263908043834;69,15847122558837;14,01
facil_400;36,05597241399834;68,45013789508836;0,467
facil_402;36,31597241295834;69,01680455948836;8,873000000000001
facil_403;36,075972413918336;69,34180455818837;0,467
facil_404;36,36847241274834;69,03263789275837;9,34
facil_406;35,39763908329834;68,34513789550837;2,335
facil_408;35,48680574960834;68,28930456239837;0,934
facil_409;35,19430575077834;68,07430456325837;1,401
facil_411;36,36930574607834;68,32430456225836;1,401
facil_413;35,35347241680834;68,14513789630837;8,406
facil_415;35,38347241668834;68,22180456266837;9,34
facil_416;36,29680574636834;69,01597122615837;19,614
facil_419;35,71930574867834;68,59930456115836;1,868
facil_420;35,77930574843834;68,64930456095837;1,868
facil_421;35,78513908174834;69,36597122475837;0,934
facil_424;35,62347241572834;69,63347122368836;8,406
facil_425;35,61013908244834;69,55013789068836;16,812
facil_430;36,21847241334834;69,58347122388837;463,264
facil_431;35,78013908176834;68,68263789415836;0,934
facil_432;35,57180574926834;68,43680456180837;1,868
facil_434;35,59263908251834;68,62180456106836;0,467
facil_435;35,48930574959834;68,32930456223836;1,868
facil_437;35,77180574846834;68,90763789325837;1,401
facil_438;36,30180574634834;68,39097122865837;1,868
facil_440;36,51847241214834;68,56597122795837;0,934
facil_441;36,22597241331834;68,49930456155836;12,609
facil_442;36,25097241321834;68,99180455958836;8,873
facil_443;36,46847241234834;68,42013789520837;2,802
facil_444;36,26097241317834;68,40097122861836;7,005000000000001
facil_446;36,39430574597834;68,56597122795837;3,736
facil_447;36,34763907949834;68,63347122768836;4,67
facil_449;36,32597241291834;68,48513789494837;15,411000000000001
facil_450;36,43013907916834;68,62430456105837;1,868
facil_458;36,19180574678834;69,52430455745836;123,75500000000001
facil_460;35,95430574773834;69,04097122605836;1,401
facil_463;35,63347241568834;69,45847122438836;27,086000000000002
